,DESC_KOR,label
123,비비고 통단팥죽,5
124,누룽지닭백숙죽,5
126,영양닭죽,5
127,영양쇠고기죽,5
130,아침엔본죽 보양삼계죽,5
136,본죽 단호박죽,5
141,양반 영양닭죽,5
142,동원 데일리케어 쇠고기죽,5
143,양반 전복오곡죽,5
144,양반 쇠고기오곡죽,5
147,청정원 우리쌀 야채죽,5
148,청정원 우리쌀 쇠고기죽,5
149,쇠고기죽,5
151,팥죽,5
152,호박죽,5
153,전복죽,5
154,단팥죽,5
377,사과톡톡,5
378,사과톡톡 1,5
391,참다래 발효초,5
460,정성담은 스테이크 소스,5
512,탱탱밀면,5
534,흑미찐빵,5
593,밀봉카스테라,5
691,채소듬뿍카레(순한맛),5
708,구운나쵸칩,5
716,꼬마링딸기당근,5
717,꼬마링브로콜리사과,5
728,백미뻥이요,5
738,우리곡초코링,5
758,유기농쌀프레이크,5
761,유기농핑거스틱자색고구마,5
762,유기농핑거스틱현미,5
763,유기농현미스낵,5
765,쥬웨이라이스비스킷,5
766,쥬웨이라이스비스킷단호박,5
767,쥬웨이라이스비스킷바나나,5
768,쥬웨이라이스비스킷자색고구마,5
776,현미뻥이요,5
11,펩시콜라,5
13,스프라이트,5
14,마운틴듀,5
52,비락 비피더스 사과,5
54,비피더스 사과,5
139,요구르트,5
140,E-5,5
158,속편한 아침꿀물,5
160,써핑쿨 복숭아/파인애플,5
162,웨슬리 커피드링크,5
164,프렌치카페 헤즐넛,5
168,갈아담은 유기농과일 아기꼬야 사과배,5
169,갈아담은 유기농과일 아기꼬야 사과오렌지망고,5
179,남양 알로에 생,5
192,남양 산삼배양근 백년산삼,5
193,남양 특 발효홍삼,5
201,남양키플러스 고소한맛,5
208,아기꼬야 유기농베이비주스 종합과일,5
238,남양 더블샷 모카,5
392,남양키플러스고소한맛,5
531,덴마크 딸기딸기 우유,5
536,덴마크 민트초코우유,5
566,테이크 얼라이브 블러드오렌지,5
610,수박우유,5
612,건국요구르트,5
626,야채밸런스 뷰티퍼플,5
633,흑당라떼,5
652,오늘의 야채 오리지날,5
653,오늘의 야채 퍼플,5
658,하루야채 프로틴밀,5
681,생우동,5
758,아침&초코우유,5
762,에코그린캠퍼스 하이초코,5
848,비피더스 드링킹 블루베리,5
849,비피더스 드링킹 사과,5
850,비피더스 매실,5
855,비피더스 청포도,5
884,밀크티에 딸기를 넣어봄,5
885,밀크티에 초코를 넣어봄,5
893,비피더스 드링킹요구르트 사과,5
924,야쿠르트 에이스,5
925,마쪼니 블랙커런트,5
926,마쪼니 사과,5
937,백수오진 삼각에프엠씨,5
938,겨울철 아이들을 위한 건강한 습관 신기비책,5
941,뿌요 파티파티 콩코드포도,5
943,하루야채 녹즙,5
956,세븐 엘더플라워,5
957,세븐 키즈,5
958,세븐 허니,5
971,에이스,5
1,더위사냥 actiV 커피,5
7,뽕따 수박,5
15,참수박바,5
41,따옴 퓨어 오렌지,5
43,딸기랑야채,5
44,빅썬 배,5
46,빅썬 포도,5
49,주스홀릭 사과,5
50,주스홀릭 포도,5
63,레몬 먹은 비타민,5
64,자몽 먹은 콜라겐,5
85,닥터캡슐 포도,5
86,닥터캡슐 플레인,5
105,요플레 오프룻 딸기&알로에,5
106,요플레 오프룻 블루베리,5
127,링키바  336  초코,5
130,링키바클래식 336 초코,5
134,메로나 바나나,5
139,메타콘 초코,5
163,팥 아이스캔디,5
179,비비빅,5
192,코코넛버블티바,5
297,쇠고기 잡곡죽,5
298,전복 잡곡죽,5
313,콩나물볶음밥,5
315,빵가루,5
316,스위트콘,5
330,당근농원,5
331,토마토농원,5
332,대추사랑,5
334,오렌지주스,5
444,해조 미인,5
447,동가수정과,5
448,동가식혜,5
498,양반 단호박죽,5
499,양반야채죽,5
526,양반 명품 전복죽,5
857,45도 과일잼 블루베리,5
922,딸기 쨈 (054244)(CONFETTURA EXTRA DI FRAGOLE),5
923,블랙베리 쨈 (054265)(ZUEGG MORE CONFETTURA EXTRA),5
924,라즈베리 쨈 (054249)(ZUEGG LAMPONI CONFETTURA EXTRA),5
925,블루베리 쨈(MIRTILLI NERI),5
940,밀 또띠야 홈스타일 8(WHITE FLOUR TORTILLAS HOMESTYLE 8),5
961,콘푸라이트,5
962,현미 푸레이크,5
963,스페셜 K 오리지널,5
26,도라야끼통단팥,5
42,메이플팬케이크,5
63,씨알로 오곡초코로핀,5
107,아몬드 크랜베리 시리얼,5
108,콘 스위트 시리얼,5
115,우리쌀 프레이크,5
294,밥리 양념치킨버거,5
298,밥리 베이컨체다치즈 버거,5
333,맛있는 죽 야채죽,5
361,호호찰순대,5
375,병아리콩조림,5
529,누드순대슬라이스,5
531,누드순대,5
533,신의주 옛 찰순대,5
534,순대,5
535,야무진순대,5
536,찰진순대,5
548,뽀로로 스팸마요 컵밥,5
578,미스터(Mr) 구운밥 즉석누룽지,5
645,오늘하루 든든한끼 통곡물,5
671,영양밥 게살백일송이야채덮밥,5
672,영양밥 흰살생선야채덮밥,5
675,군산꼬꼬마양배추죽,5
676,왜관수도원농장 발아현미 마죽,5
678,프리미엄 현미 마죽,5
679,현미 양배추 죽,5
680,산사의 맛 전통 연잎밥,5
681,프리미엄 햄야채볶음밥,5
682,행복한맛남김치볶음밥,5
683,행복한맛남 새우볶음밥,5
684,행복한맛남 야채볶음밥,5
695,맛나찰순대,5
706,매콤대패삼겹살삼각,5
713,듬뿍소고기고추장삼각김밥,5
718,아침엔본죽 얼큰낙지김치죽,5
729,햇반,5
735,비비고 낙지김치죽,5
741,햇반컵반 콩나물해장국밥,5
749,유기농쌀밥,5
761,상큼한치킨사과영양덮밥,5
766,시래기 된장죽,5
784,창화당 코다리 찰보리 비빔냉면,5
790,맛있는 순대,5
793,무꼬뭐꼬 떡볶이 일반맛,5
794,게방찬 어묵떡볶이,5
795,추억의 궁물떡볶이 무꼬뭐꼬 매운맛,5
796,추억의 궁물떡볶이 무꼬뭐꼬 추억맛,5
797,추억의 궁물떡볶이 무꼬뭐꼬 짜장맛,5
798,쌍팔년도 떡볶이 옛날짜장,5
804,쌍팔년도 떡볶이 옛날매운,5
832,건강한선식발아3곡,5
847,국산검은콩이든흑3곡미숫가루,5
849,아침이 든든한 검정콩선식,5
850,검은콩이 들어간 블랙푸드 미숫가루,5
851,옛날11곡미숫가루,5
852,국산선식35,5
858,17곡현미 미숫가루,5
859,올블랙선식,5
860,검정콩선식,5
861,아침이 든든한 통곡물선식,5
862,퀴노아18곡미숫가루,5
863,블랙푸드미숫가루,5
875,쌀눈 호박죽,5
876,쌀눈 고구마죽,5
881,흑당 밀크티맛,5
882,오늘비빔곤약메밀면,5
904,프리미엄 웰선식 노니,5
921,프리미엄 웰선식 파인애플,5
922,프리미엄 웰선식 말차콜라겐,5
926,식사시간 바나나 플러스,5
931,프리미엄 웰선식 백년초콜라겐,5
941,프리미엄 웰선식 블랙,5
943,식사시간 딸기 플러스,5
984,프리미엄 웰선식 귀리,5
998,스키니랩 곤약리조또 토마토&닭가슴살,5
39,닭가슴살볶음밥,5
53,생명콩죽,5
55,곤드레볶음밥(냉동),5
56,곤드레볶음밥,5
81,햄참치마요삼각김밥,5
91,곰곰간편누룽지,5
96,모닝 귀리,5
100,착한연잎밥,5
110,DIY초밥이야 새우+초밥키트,5
119,DIY초밥이야 광어+초밥키트,5
121,맵짱 맛짱 떡볶이,5
135,빨간순대,5
141,유동 골뱅이소면 밀키트,5
145,한컵순대곱창,5
146,설빙매콤떡볶이,5
162,구운 전주비빔 주먹밥,5
164,스위트콘페이스트,5
165,조아떠뽀끼,5
172,밥리 비빔밥 도시락,5
173,밥리 추억의 도시락,5
181,구운 소불고기 주먹밥,5
184,뽀로로 짜장 컵밥,5
194,밥리 모짜렐라 피망소세지버거,5
209,행복한맛남 오므라이스용 볶음밥,5
210,칠리볶음밥,5
260,밥리 햄김치버거,5
261,밥리 고추참치버거,5
262,밥리 소고기비빔버거,5
264,밥리 무교동매콤치즈낙지버거,5
269,간편하게 데워먹는 맛있는 순대,5
270,오 프라이스 찰순대,5
273,진성너른골찰순대,5
274,박진덕 순대,5
275,리얼프라이스순대,5
277,이태리순대 알리올리오,5
287,행복한맛남 산채볶음밥,5
288,프리미엄 김치볶음밥,5
309,닭가슴살고구마카레볶음,5
323,박진덕 찰순대,5
324,쫄깃한찰순대,5
325,숨쉬는 연잎밥10곡,5
333,함경도 아바이식 찰순대,5
361,옛날맛순대,5
397,아침이 든든한 통곡물선식,5
458,부추잡채 김말이 골드,5
494,바르올찰진순대,5
495,병천찰순대,5
496,Homeplus Signature 쫀쫀한 찰순대,5
497,찰순대,5
498,간&순대,5
511,영양보강선식,5
545,자연연합 종합영양선식 초코맛,5
552,자연한끼(韓氣) 딸기,5
605,커피가 들어간 곡물라떼,5
676,큼직한 쇠고기버섯죽,5
697,쇠고기표고버섯죽,5
727,하루끼니 하루호밀,5
728,유기농 발아 12곡 미숫가루,5
798,갯바위국거리해장국,5
828,신선도원 블랙푸드미숫가루,5
837,유기농누룽지,5
838,"그냥 먹어도 맛있는, 유기농누룽지",5
867,애터미 착한 누룽지,5
869,몸에좋은 순 보리누룽지,5
878,가바현미가 들어간 미숫가루,5
881,블랙푸드가 들어간 미숫가루,5
884,복을담은호박죽,5
890,순 단호박죽,5
893,프리미엄 버섯더덕참마죽,5
900,결명자검은콩마죽 프리미엄,5
934,비비고노릇노릇구운주먹밥 불고기,5
944,왕혜문 체감한끼선식,5
956,비비고 노릇노릇 구운 버터장조림 주먹밥,5
978,돼지고기고추장 구운주먹밥,5
987,대장부참식,5
993,한우불고기 구운주먹밥,5
999,미숫가루,5
5,흑미참식,5
19,7곡참식,5
45,오뚜기 삼계죽,5
122,옥희네 단팥죽,5
125,양반 호박죽,5
127,맛있는 죽 전통호박죽,5
135,오뚜기 단호박죽,5
143,본죽 단호박죽(330g),5
145,단호박죽,5
149,마시는 고구마죽,5
151,아이배냇 베베 떠먹는 고구마와바나나,5
152,아이배냇 베베 떠먹는 고구마,5
161,단호박죽,5
162,계란야채죽,5
167,비비고 단호박죽,5
181,마시는 오디복분자죽,5
182,쉐프엠 단호박죽,5
207,죽미학 단호박죽,5
226,본죽단호박죽,5
253,자연담은 팥죽,5
419,호박죽,5
421,하루한컵 Sweet,5
544,입맛돋는매운갈비찜,5
640,[신선푸드] 밀타임,5
643,맛있는 죽 단팥죽,5
663,[쥬청과]바로먹는 간편과일(중),5
743,내가 몸짱이 될 샐러드 과일콥 샐러드,5
754,리얼곤약비빔면,5
757,[모닝 후르츠] 퀵 디저트,5
23,[몬스터 샐러드] 파인애플 & 스모크드 샐러드,5
24,[샐러드 스쿨] 파인애플 & 스모크드 샐러드,5
36,유부초,5
84,포켓도시락 든든 다섯가지나물밥&소불고기,5
201,황태 김치죽,5
384,구기자찰보리죽,5
392,영양밥 순두부조개살밥,5
397,치킨 누들 쉬림프 샐러드,5
431,스팀쿡야채,5
456,토핑2배소고기고추장,5
479,더커진계란장삼각김밥,5
646,잇츠온 쉬림프 레몬파인 그린키트,5
668,오늘하루 든든한끼 허니 곤드레,5
682,오늘하루 든든한끼 허니 통곡물,5
743,직화돼지갈비,5
763,신돌솥전주비빔,5
765,맵닭,5
766,뉴전주비빔,5
767,전주비빔삼각김밥,5
771,이지밀한우불고기볶음밥,5
965,폰타나 콰트로 치즈 포테이토수프,5
994,양반전복큰죽,5
995,양반 야채큰죽,5
996,채소듬뿍카레,5
11,영양밥 버섯굴소스덮밥,5
12,건강현미밥바 비빔현미밥바,5
13,건강현미밥바 닭구이무말랭이현미밥바,5
51,클래식닭온반,5
60,치즈제육,5
64,대파제육볶음,5
70,맵달양념치킨,5
71,토핑2배전주비빔,5
72,끝짱각불고기삼각김밥,5
80,토핑왕깍두기볶음밥,5
297,참치FLEX,5
304,오리고추장불고기삼각김밥,5
307,매콤제육볶음삼각김밥,5
308,깻잎고추장불고기삼각김밥,5
309,광양식불고기,5
313,해물철판볶음밥삼각,5
324,잡채덮밥,5
338,참치소고기볼 귀리잡곡밥,5
339,흑현미잡곡밥 김치볶음,5
372,소고기곤약볶음밥,5
480,페어스토어 그린보울 06,5
489,엄지고추잡채볶음밥,5
490,엄지떡볶이볶음밥,5
610,비비고 삼선해물죽,5
612,영양닭죽,5
613,소고기죽,5
614,비비고 소고기죽,5
615,쇠고기죽 트러플 향미유 별첨,5
618,새송이쇠고기죽,5
619,버섯야채죽,5
697,온니오트죽 닭고기야채,5
713,건강현미밥바 돈장조림백김치현미밥바,5
714,건강현미밥바 소고기깍두기현미밥바,5
715,건강현미밥바 오징어꽈리고추현미밥바,5
716,건강현미밥바 소불고기대파현미밥바,5
718,건강현미밥바 마른멸치아몬드현미밥바,5
770,닭갈비볶음삼각김밥,5
779,장조림버터간장,5
780,베이컨김치볶음밥,5
793,홍천곤드레불고기,5
796,숯불갈비맛,5
800,참치김치볶음밥,5
803,목살김치찜삼각김밥,5
805,삼겹살삼각김밥,5
811,백김치멸치,5
813,빅반숙란장조림삼각김밥,5
816,튼튼삼계영양덮밥,5
854,참치김치곤약볶음밥,5
855,매콤해물곤약볶음밥,5
982,얼큰육개장죽,5
9,통햄김볶,5
87,된장찌개와 누룽지,5
111,새송이버섯죽(아시아나항공),5
112,죽마을 소고기야채죽,5
113,황태죽,5
114,쉐프엠소고기죽,5
117,식탁 위 의사 우유버터야채죽,5
123,능이버섯오리죽,5
124,본죽완도전복죽,5
125,식탁 위 의사 우유버터죽,5
127,영양삼계죽,5
135,숯불갈비맛 삼각김밥,5
144,영양밥 순한짬뽕덮밥,5
225,더비비고 전복삼계죽,5
226,비비고 누룽지 닭백숙죽,5
227,원할머니 낙지전복죽,5
229,양반 삼계전복죽,5
231,오아시스 양송이버섯죽,5
232,더비비고 문어미역죽,5
233,오아시스 새우죽,5
237,듬뿍 쇠고기죽,5
240,더비비고 뿌리야채죽,5
245,칼로리반 현미곤약밥,5
260,고추장소고기삼각김밥,5
267,치즈숯불제육볶음밥삼각,5
271,더블모짜김치볶음밥삼각,5
272,불향가득불고기,5
275,숯불갈비맛삼각김밥,5
277,매콤돈까스삼각김밥,5
281,신매콤제육볶음밥,5
288,돌솥전주비빔삼각김밥,5
298,김치두부제육삼각,5
301,반숙계란버터간장밥,5
302,옛날소시지&볶음김치삼각김밥,5
304,끝짱각베이컨참치삼각김밥,5
305,베이컨참치삼각김밥,5
306,김치통스팸삼각김밥,5
307,삼겹살삼각김밥,5
350,제주 톳 보리밥,5
474,붉은대게딱지장,5
484,전복죽 트러플 향미유 별첨,5
488,양반명품전복죽,5
496,듬뿍 전복죽,5
499,오징어짬뽕삼각김밥,5
500,고추참치삼각김밥,5
579,성경이네 구수한 누룽지,5
581,한끼대신 누룽지,5
627,몸에좋은 현미누룽지,5
629,더맘즉석누룽지멥쌀,5
630,더맘즉석누룽지오곡,5
631,더맘즉석누룽지홍국미,5
632,바쁜사람누룽지,5
634,오뚜기 옛날 구수한 누룽지30g,5
694,소고기미역국밥,5
736,치즈 옥수수볶음,5
759,현미곤약밥,5
777,건강현미밥바 김치볶음현미밥바,5
778,찹쌀누룽지컵밥,5
781,밥심 흑미곤약밥,5
782,스팸김치볶음밥,5
784,현미렌틸콩곤약밥,5
789,밥심 단호박곤약밥,5
793,신치즈철판볶음,5
798,큐브 고구마,5
803,언양식불고기삼각김밥,5
804,하프 라이스 현미채소영양밥,5
805,칼로리반 흑보리곤약밥,5
807,유어스 보양죽,5
817,칼로리반 귀리곤약밥,5
818,하프 라이스 단호박영양밥,5
821,전복죽,5
824,하프 라이스 연근영양밥,5
825,연어죽,5
833,맛있는 오뚜기밥 작은밥,5
836,양반쇠고기큰죽,5
839,신참치마요네즈,5
840,오뚜기 전복죽,5
843,양반 쇠고기죽,5
845,양반 전복죽,5
852,맛있는 죽 한우소고기죽,5
853,아침엔본죽 참치야채죽,5
854,양반 듬뿍 전복죽,5
856,양반 참치죽,5
864,오케이쿡 찹쌀흰죽,5
868,양반 전복내장죽,5
872,아침엔본죽 누룽지닭죽,5
880,맛있는죽 영양닭죽,5
882,가을이 지은 밥,5
898,약석원 당앤죽,5
901,맛있는 죽 전복죽,5
909,동원 데일리케어 전복죽,5
962,페페로니&치즈삼각,5
966,유동골뱅이죽(버섯),5
997,홍게된장누룽지컵밥,5
998,홍게된장누룽지,5
30,마이비밀 클린데이밀 빈스빈스,5
52,영양반찬 고구마마늘종조림,5
58,미쓰리치즈떠뽀끼(단짠맛),5
59,쇠고기 버섯 영양 컵죽,5
95,미쓰리치즈떠뽀끼(오리지널),5
96,미쓰리치즈떠뽀끼(매운맛),5
117,현미전복죽,5
118,큼직한 통새우전복죽,5
124,밥이곤약두부된장,5
125,닥터키친밥 서리태곤약,5
126,닥터키친밥 귀리곤약,5
138,프리미엄 웰선식 플레인라이트,5
144,현미밥,5
152,배부른 찰보리흑미곤약밥,5
153,썬더버드밥이브라운,5
154,배부른 현미곤약밥,5
156,닥터키친밥 현미곤약,5
157,귀리곤약밥,5
158,밥이곤약귀리,5
170,귀리우유쉐이크,5
189,마시는 곤약죽 고구마,5
194,큼직한 새알동지팥죽,5
195,밤이 되면 곤약  동치미물냉면맛,5
212,자연한끼(韓氣) 블랙,5
239,퀘이커 마시는 오트밀 귀리미숫가루,5
241,밀스 프레시 모닝 1.0,5
258,프리미엄 웰선식 바나나,5
276,프로틴 그래놀라 쉐이크 미숫가루맛,5
290,마이비밀 컬리블라썸 커리소스와 렌틸콩병아리콩,5
309,프리미엄 웰선식 딸기,5
312,해물 영양 컵죽,5
313,요거트 영양 컵죽,5
408,과일누가바,5
552,쌀과자,5
696,멀티그라노,5
346,유어스팥빙수,5
348,망고소르베,5
407,뚜또보스코,5
439,일레디젤라또 아체르보요거트,5
460,페스카란차,5
465,요거트,5
466,쿠즈코초코릿,5
515,소복 녹차 아이스크림,5
516,소복 곡물 아이스크림,5
517,소복 초코 아이스크림,5
526,나뚜루 시칠리안 레몬 소르베,5
546,눈처럼 부드러운 우유빙수설,5
590,프라골라,5
594,리모네,5
595,아나나스,5
596,자몽,5
611,복숭아아이스,5
624,비비빅,5
639,통팥가득앙증맞은 꼬마바,5
686,젤리셔스 구미당기는 구미 바,5
694,국화빵 찰떡,5
696,B·B·BIG,5
725,찰떡시모나,5
738,바나나보이,5
766,라벨리아이스캔디(팥맛),5
770,찰떡아이스 쿠키앤크림,5
788,찰떡쿵떡초코,5
801,바나나에 반하나,5
824,아시나요 모카,5
833,찰떡아이스 하트 딸기,5
912,아이스 밀크 샌드,5
10,스노우빙 밀크티,5
56,스노우빙 천도복숭아,5
85,말랑카우바 딸기,5
86,와 딸기 바나나,5
93,카페프레소 아인슈페너,5
114,라이틀리 스윗데이 녹차,5
167,빠삐코 달고나,5
168,수퍼롱빅,5
176,아이스 모찌 바나나킥,5
199,소프트 아이스크림 곡물,5
207,아맛나,5
209,더위사냥activ커피,5
214,델몬트 망고,5
215,더위사냥 레몬에이드,5
216,올때 메로나 튜브,5
218,모구모구 피치아이스,5
224,모구모구 리치아이스,5
225,설레임오렌지&망고,5
226,왕포도알,5
227,연양갱바,5
228,뽕따 레드피치,5
229,서주 요구르트 쭈쭈바,5
235,밀키스 튜브,5
237,쮸쮸바 망고,5
242,와 수박,5
243,피치스크류바,5
244,더블팅,5
245,델몬트 망고아이스,5
246,쮸쮸바 수박,5
256,주물러 수박아이스,5
261,망고30%바,5
269,쮸쮸바망고,5
272,얼음속에귤한쪽,5
277,포도꽁꽁,5
280,델몬트 수박아이스,5
283,딸기꽁꽁,5
289,자연에 퐁당 빠져든 딸기젤라또,5
291,수박화채빙수,5
295,쭈쭈바키위,5
296,쮸쮸바 칼라만시,5
298,모구모구 파인아이스,5
299,스크류 주물러,5
301,빠삐코소다향,5
303,설레임 레몬에이드,5
306,와 배,5
315,쮸쮸바 깔라만시,5
316,쮸쮸바 딸기,5
317,쮸쮸바 망고,5
318,쮸쮸바 키위,5
321,빠삐코 소다,5
322,쮸쮸바 샤인머스켓&청포도,5
325,자연에 퐁당 빠져든 메론젤라또,5
326,자연에 퐁당 빠져든 복숭아 젤라또,5
327,자연에 퐁당 빠져든 블랙베리 젤라또,5
328,자연에 퐁당 빠져든 블루베리젤라또,5
330,모구모구 파인아이스,5
331,설레임 레몬에이드,5
352,연양갱바,5
353,모구모구 리치아이스,5
354,모구모구 파인  아이스,5
681,명가 찰떡파이,5
600,BABA 수박에이드,5
603,BG 망고에이드,5
607,CAFE MORE 레몬녹차,5
608,DAEAT 식혜,5
613,HEYROO 오렌지주스,5
614,HEYROO 자몽주스,5
622,PEACH GREEN TEA,5
625,Sunkist 과일사이다 체리,5
626,Sunkist 과일사이다 파인애플,5
627,Sunkist 네버스탑,5
629,Sunkist 모과생강,5
633,Sunkist 블루하와이350,5
641,Sunkist 허니유자,5
651,Visvita Aloe Vera Peach(비스비타 알로에 베라 복숭아),5
659,가야농장 알로에,5
660,가야농장 제주감귤,5
661,가을대추,5
666,갈아만든 유자,5
674,게토레이 레몬향,5
676,게토레이블루볼트,5
678,고고한 석류,5
682,고메이 494 골드파인애플 주스,5
684,고지퓨어,5
689,골드키위에이드,5
690,골든드랍 흑당 치즈라떼,5
700,광동도라지꿀배,5
701,광동진(眞)노니골드,5
702,광동한라봉과유자,5
704,광동홍삼꿀D,5
728,그린리프,5
761,꿀 먹은 초록매실,5
762,꿀과레몬 Honey Lemon,5
765,꿀배에이드,5
780,나츄나츄 허니과즙 복숭아&망고,5
781,나츄나츄 허니과즙 파인애플&오렌지,5
799,너에게 꽃이다 벚꽃 청포도에이드,5
813,네이처 시크릿 모과생강,5
816,노니원액,5
817,노니퓨어,5
821,농협생복분자,5
823,농협한라봉제주감귤,5
824,뉴 골드 상쾌한 변화,5
835,닥터레드,5
851,닥터페퍼,5
859,댄싱프룻 골드키위,5
867,더 퍼스트 유기농 노니,5
872,더블망고에이드,5
873,더블베리,5
877,데미소다 레몬,5
878,데미소다 복숭아,5
879,데미소다 애플,5
881,데미소다 자몽,5
883,데일리C레몬1000스파클링C+,5
886,데일리주스오렌지,5
887,데일리주스포도,5
894,델몬트 말랑피치,5
895,델몬트 알로에,5
898,델몬트 콜드 비타민플러스 오렌지100,5
899,델몬트 콜드 비타민플러스 포도100,5
900,델몬트 허니레몬&배,5
908,델몬트콜드포도과즙100%,5
910,델몬트포도100,5
925,동원오미자,5
935,디어푸딩,5
937,디저트 주스 포도,5
938,디펜더,5
940,따봉제주감귤,5
943,따옴 포도주스,5
944,딸기 봉봉,5
946,딸기모히또,5
947,딸기쉐이크,5
957,레드 선라이즈(Red Sunrise),5
958,레드 스무디,5
962,레드체리에이드,5
963,레디-톡 48시간,5
964,레모나 스파클링,5
966,레몬1000C아이스,5
969,레몬샤워,5
971,레몬에이드,5
972,레몬톡스,5
987,리얼에이드 자몽 in cafe,5
988,리얼에이드청포도 in cafe,5
993,리이브포도,5
995,리치스파클링,5
25,마운틴듀,5
73,망고머스캣에이드,5
75,망고애플,5
77,망고에이드,5
95,메론소다,5
108,몬스터에너지 파이프라인 펀치,5
109,몰랑팝,5
113,몸에좋은 산수유,5
114,몸에좋은꿀물,5
115,몸에좋은배숙,5
116,몸에좋은헛개,5
138,미닛메이드 벌꿀유자,5
139,미닛메이드 스파클링 복숭아,5
140,미닛메이드 스파클링 사과,5
144,미닛메이드 코코구미 파인애플,5
150,미닛메이드벌꿀유자,5
152,미린다오렌지향,5
153,미린다파인애플향,5
164,밀크소다 암바사,5
187,벡셀 에너지드링크 지파크,5
193,보석바 에이드 핑크소다,5
196,보성녹차 스파클링,5
199,복숭아 아이스티,5
200,복숭아 아이스티,5
201,복숭아 아이스티,5
202,복숭아봉봉,5
203,복숭아소다,5
204,복숭아아이스티,5
211,부루구루 콤부차 레몬,5
225,블랙레몬에이드,5
226,블랙죠 쵸코라떼,5
227,블러드오렌지 자몽에이드,5
228,블렌디드 딸기,5
229,블렌디드 망고,5
230,블루라임에이드,5
231,블루레몬 에이드,5
232,블루레몬 에이드,5
233,블루레몬에이드,5
241,비스비타 알로에베라 망고터치,5
242,비스비타 알로에베라 복숭아터치,5
243,비스비타 알로에베라 오리지널 터치,5
245,비스비타 알로에베라 키위터치,5
246,비스비타 알로에베라 파인애플터치,5
250,비타500 스파클링,5
263,빅썬 사과,5
273,빠삐코 드링크 파우치,5
289,쁘띠첼 워터젤리 사과,5
294,쁘띠첼 워터젤리 플러스 복숭아,5
295,쁘띠첼 워터젤리 플러스 사과,5
296,쁘띠첼 워터젤리 플러스 포도,5
298,사각사각꿀배,5
299,사각사각수박,5
310,사과톡톡,5
314,사과해,5
346,상큼한 유자에이드 한잔,5
358,샤르르 스무디 망고,5
359,샤르르 스무디 사과,5
360,샤인머스캣향스파클링,5
376,성수동 스무디 그린,5
377,성수동 스무디 베리베리,5
378,성수동 스무디 아보카도,5
386,셀로맥스 푸룬알로에,5
387,소소생활미식주스그린,5
388,소소생활미식주스브라운,5
389,소소생활미식주스옐로우,5
390,소소생활미식주스퍼플,5
393,속이 부드러운 꿀물,5
401,수박메론 스파클링,5
403,수박소다 업,5
404,수박에이드,5
405,수박에이드,5
406,수박에이드,5
407,수박에이드,5
438,슈웹스 라임피즈,5
439,슈웹스 레몬토닉,5
441,슈퍼스무디 그린,5
442,슈퍼스무디 옐로우,5
444,스마일 애플망고,5
447,스무디랩 피치&비타C,5
459,스트로베리주스,5
463,스파클링 야쿠르트,5
467,스프라이트 익스트림,5
468,스프라이트 킨 사이다,5
475,시크릿 워터,5
480,시트로나,5
481,식 혜,5
491,식혜,5
504,싱그러운생배,5
505,싱그러운생복숭아,5
513,써니피에스타,5
515,썬라이즈,5
519,썬업 식이섬유플랜,5
520,썬업 콜라겐플랜,5
527,썬키스트 스위티블루에이드,5
528,썬키스트 자몽소다,5
533,썬키스트레몬에이드,5
534,썬키스트모과생강,5
537,썬키스트허니유자,5
547,아띠야미 자몽 프로틴 3000,5
548,아람드리감귤1L,5
562,아보카도,5
586,아이스 쵸코,5
587,아이스쵸코,5
588,아이스카페 복숭아아이스티,5
589,아이스카페 블루레몬에이드,5
590,아이스카페 블루베리에이드,5
591,아이스카페 자몽에이드,5
592,아이스톡 수박에이드,5
594,아이스톡 피치베라 에이드,5
595,아이스한라봉,5
608,아임리얼 스트로베리,5
609,아임리얼 케일키위,5
611,아임리얼그린키위,5
615,아임톡 자두에이드,5
616,아임톡 청포도에이드,5
621,아임톡 한라봉에이드,5
626,아카시아꿀물,5
627,안동단호박식혜,5
630,알로에베라킹,5
631,알로에베라킹 오리지날,5
636,애플 스무디,5
638,애플망고에이드,5
639,애플체리에이드,5
651,얼음포도,5
671,옐로우 스무디,5
672,옛날미숫가루,5
686,오란씨 허니레몬,5
687,오랑지나,5
690,오렌지에이드,5
698,오션블루,5
699,오션스프레이 루비레드 자몽 드링크,5
713,요랄라요구르트맛스파클링,5
732,워터젤리 복숭아,5
733,워터젤리 사과,5
734,워터젤리망고,5
737,웰치 그레이프맛,5
738,웰치 스트로베리맛,5
740,웰치 청포도 주스,5
742,웰치 포도 주스,5
763,유산균으로 숙성한 밥알건진 복분자식혜,5
764,유산균으로 숙성한 밥알건진 약도라지식혜,5
787,자두에이드,5
788,자두히비스커스,5
790,자몽머스캣에이드,5
791,자몽스파클링에이드,5
817,자연은 싱그런 복숭아,5
818,자연은 싱그런 사과,5
819,자연은 싱그런 제주감귤,5
820,자연은 싱그런 청포도,5
828,자연은 트로피칼 믹스,5
831,잔치집식혜,5
839,제주 청귤 스파클링,5
841,제주몬딱청귤에이드,5
844,제주한라봉에이드,5
848,쥬시쿨 금귤&감귤 에이드,5
849,쥬시쿨 사과 에이드,5
853,진로믹서 카린스,5
866,채움 포도,5
873,청사과에이드,5
879,청포도 스파클링,5
880,청포도 에이드,5
883,청포도에이드,5
884,청포도에이드,5
